CLIENTNUM,Education_Level
714305508,Uneducated
712202433,High School
716600733,Unknown
778372158,High School
714176133,Uneducated
708969633,Uneducated
715765758,Uneducated
803097333,Graduate
710411358,College
715660308,College
711866358,High School
710738883,High School
717822108,Uneducated
714407058,Uneducated
710744433,Uneducated
778959258,Unknown
713320008,Graduate
766795983,Unknown
716256483,Graduate
712364283,Doctorate
714620358,Graduate
709145958,Unknown
709787733,College
809071083,Graduate
721165608,Graduate
716668308,High School
708760458,High School
720333783,Unknown
789212883,Uneducated
711341433,Graduate
720235608,Graduate
716890533,Uneducated
708491508,Unknown
718542858,High School
717750858,Post-Graduate
712450008,Post-Graduate
827628408,Graduate
713492583,Graduate
718054833,Unknown
788770908,College
710175783,High School
715429608,College
714058308,Uneducated
717965808,Unknown
709265208,Graduate
713114133,Uneducated
721349883,Graduate
758965158,High School
749722908,Post-Graduate
709495833,Graduate
717575958,Post-Graduate
714406158,High School
767243208,Graduate
711515433,Unknown
720190908,High School
818814933,Unknown
719794383,College
709766808,Uneducated
709666908,Graduate
794653983,Graduate
716593533,High School
714113658,Unknown
708776658,Unknown
712225008,Graduate
787450758,Unknown
789099783,Unknown
711751533,Graduate
708367908,Uneducated
714951858,Graduate
720436008,Doctorate
718984533,Graduate
716982483,Graduate
708681708,Unknown
720202008,Unknown
714483033,Unknown
711468708,High School
821724483,Unknown
716402508,Graduate
721189008,Graduate
712867983,Uneducated
713814408,Uneducated
716671983,High School
708252108,College
717212958,Doctorate
713048733,Uneducated
779841483,Doctorate
710701233,Graduate
718837683,High School
718127958,Graduate
718685358,Uneducated
771559158,Uneducated
710138883,Graduate
711197658,Post-Graduate
709045683,Uneducated
708272808,Graduate
720292983,Graduate
709112508,College
712840608,Uneducated
788920308,High School
718160358,Graduate
719325783,Unknown
712885533,Graduate
719268333,Uneducated
721004133,Graduate
714103908,Doctorate
771502383,High School
713014533,Unknown
713980383,Graduate
711294258,Graduate
719954733,Graduate
711561933,Uneducated
826077033,Unknown
711555483,High School
715194183,Unknown
716929233,Post-Graduate
709014558,Uneducated
710636208,Uneducated
815525508,High School
718746933,High School
715686183,Graduate
741778458,Unknown
801056358,High School
709486158,Graduate
713826183,High School
803342358,Graduate
780292683,Uneducated
788646858,Graduate
711116133,Uneducated
708584208,Graduate
789097833,High School
709443633,Uneducated
767280633,Graduate
713096583,High School
721033908,Uneducated
756025233,Uneducated
711977508,Uneducated
772076208,College
710666583,Uneducated
712369308,Doctorate
794784633,Uneducated
716437533,College
715109508,College
795392433,Uneducated
712721358,Uneducated
720118908,Graduate
799486158,Graduate
718980633,College
717336408,Doctorate
709546608,Uneducated
823624158,Doctorate
771688983,High School
708701358,Uneducated
712048008,High School
710712783,Unknown
716626008,Graduate
718284408,Unknown
717414933,High School
713032233,Graduate
714234858,High School
714818058,High School
708731658,High School
708706833,Uneducated
780100533,Graduate
711712983,Graduate
712549758,Graduate
713348433,High School
820599333,Graduate
787261008,Post-Graduate
778343958,Graduate
788407833,Graduate
760807608,Uneducated
771108933,Graduate
715954158,Post-Graduate
715499058,High School
717995958,Unknown
718736883,Uneducated
721045608,High School
715215108,Unknown
795823383,Graduate
718338708,Graduate
713588958,Unknown
710120358,Unknown
809582058,Unknown
709199358,Uneducated
821889858,Doctorate
815324433,High School
793656633,Uneducated
713246208,Unknown
711493158,Graduate
721163133,Graduate
826417233,College
711619608,Graduate
712244733,Unknown
709638783,High School
720296808,Graduate
718926258,High School
714706083,College
721473783,Graduate
712230408,Uneducated
716186883,College
715204083,Doctorate
709283358,Unknown
817887408,Uneducated
789481233,High School
718184883,High School
821157183,Unknown
709837308,Graduate
779491908,Post-Graduate
718399233,College
779447358,Graduate
710661333,Unknown
789114408,Post-Graduate
710570058,Graduate
712681608,Uneducated
709086933,College
709179708,Graduate
711206958,High School
823928058,Uneducated
796330983,Graduate
771284658,Unknown
779307558,College
788846508,Uneducated
783500283,Graduate
802247658,Uneducated
795573333,High School
721366308,Unknown
720377433,Graduate
711243108,Doctorate
789351783,Graduate
719699208,Uneducated
720774183,High School
713590158,Graduate
715547058,Graduate
815596608,Uneducated
718921683,Unknown
720031908,Doctorate
716716083,Unknown
819969933,High School
714382608,Graduate
720092283,Graduate
720531633,Graduate
718508883,Unknown
708794133,High School
713447583,High School
716107158,Graduate
712713108,Graduate
719245083,Uneducated
708269583,Uneducated
720234708,High School
709436883,Uneducated
714140133,Graduate
716136333,Uneducated
715031433,Graduate
810667158,High School
715253433,Unknown
809937933,Graduate
708997833,Doctorate
718296558,Unknown
780086658,Doctorate
708754833,Uneducated
788638908,Graduate
715607958,Graduate
708515358,High School
716357058,Uneducated
714569958,Unknown
716822583,High School
721109358,High School
827635083,Graduate
715492983,Post-Graduate
712234308,Graduate
708334158,Graduate
812488608,College
793345008,Uneducated
715487733,Graduate
788856408,Uneducated
708154833,Graduate
721147383,High School
803973483,Unknown
788941983,Graduate
715603233,Uneducated
709945458,Uneducated
714614133,Unknown
768167358,Doctorate
737967708,Unknown
712920633,Unknown
780373233,Unknown
721384308,Uneducated
712242633,Unknown
713610933,Uneducated
714257958,Doctorate
772172883,Uneducated
720204558,High School
779635533,Graduate
804658833,Unknown
756691608,Graduate
806219808,College
826266483,College
775152708,Post-Graduate
787596558,Uneducated
803205258,Graduate
716041908,High School
708837858,Doctorate
828227433,High School
714487458,Graduate
711390333,Post-Graduate
787974108,High School
714036258,Unknown
788752833,High School
773108958,Uneducated
782437008,College
710729358,High School
827423433,Graduate
756919683,Unknown
779219208,High School
712342833,Graduate
721121283,Graduate
790006383,Unknown
756989583,Graduate
717477783,Unknown
716614683,College
789942033,Graduate
740784258,College
711336033,Unknown
768141558,College
717179508,Graduate
716520033,Post-Graduate
783625008,Post-Graduate
769330908,High School
789396783,High School
709310433,Unknown
713094483,Unknown
770753733,College
712659408,High School
768475383,Unknown
779655183,College
711278283,High School
713345508,High School
711379083,Doctorate
789144633,Graduate
708393633,High School
708657033,College
717949008,High School
788866983,Unknown
751283658,Unknown
718243533,Post-Graduate
779754408,Graduate
794866983,Doctorate
711832533,High School
788552658,Uneducated
715415508,Graduate
719962458,Graduate
712734933,College
717410508,Unknown
711796683,Graduate
709407933,High School
810493458,Uneducated
720494058,College
717050883,High School
713163258,Unknown
715659333,High School
712414908,Unknown
720175008,Doctorate
719876808,Unknown
713334483,Post-Graduate
708360108,College
720676158,Uneducated
716631708,High School
713025558,Doctorate
710506683,High School
712428333,Uneducated
718041033,Graduate
709169133,High School
718164858,Post-Graduate
809565183,Graduate
778377183,Graduate
712845258,Uneducated
716915133,Unknown
771403008,Graduate
787441383,Graduate
711345258,High School
713685033,Graduate
718205283,College
708337683,Uneducated
720941433,High School
710201058,Graduate
785218458,Graduate
770740308,Graduate
787493808,Graduate
708846183,College
810586833,Graduate
711151383,Post-Graduate
712425258,Unknown
772063308,Graduate
718574808,Graduate
717131283,High School
798996183,Unknown
716831508,High School
715297908,College
813234108,Uneducated
711027183,College
718812708,Graduate
709505808,College
711267633,Graduate
719613783,Doctorate
719035758,Uneducated
708473133,Graduate
712996833,High School
720963258,College
819606258,Unknown
714634983,Unknown
806428908,Graduate
710903358,Unknown
712676208,High School
709005633,High School
712102983,College
754480233,Post-Graduate
719042208,Doctorate
716251608,Unknown
715537383,College
709460883,Doctorate
789325008,College
719195733,College
787665258,Unknown
710226708,Uneducated
711982383,Graduate
716345283,Uneducated
816850458,Unknown
710842308,Uneducated
713132133,Unknown
788874333,Post-Graduate
717987258,Unknown
793712658,Graduate
708324483,Unknown
768612258,Unknown
719659758,High School
711313158,Unknown
716483358,Graduate
719829633,Unknown
812465958,Post-Graduate
786536808,College
807369708,College
711397533,High School
711740508,Unknown
715233108,College
813807258,High School
769183908,Doctorate
718451133,Graduate
721115733,Unknown
720085233,Doctorate
717036408,Uneducated
714427608,Post-Graduate
780019908,Graduate
827898033,Uneducated
720302883,Graduate
715893633,Doctorate
720730683,Graduate
720638283,College
789053883,Post-Graduate
719286708,Graduate
713952558,Doctorate
793395933,High School
813895458,Unknown
771733608,Graduate
710102208,Graduate
719511783,Unknown
712849158,High School
783070833,Graduate
713419908,High School
789345408,College
720992883,Graduate
803652633,Uneducated
789248958,High School
716178483,Uneducated
715440558,Graduate
711535158,College
713647083,Uneducated
718311933,Doctorate
718404783,Unknown
817332483,Doctorate
710015733,Doctorate
794965233,Graduate
710512833,Graduate
710803008,Doctorate
712987608,Doctorate
716974383,Graduate
720930633,High School
710136258,Graduate
779438208,Graduate
721017333,Post-Graduate
720952608,High School
712886733,Graduate
810545733,College
822132858,Uneducated
713526258,Uneducated
712877733,Graduate
713339283,Unknown
720473433,Graduate
780584658,Uneducated
711824358,College
789990333,Graduate
721332033,Unknown
709612983,Graduate
771058908,High School
715471833,Post-Graduate
711781233,Graduate
713947908,High School
709741608,Unknown
709333608,High School
709688883,High School
716269308,Graduate
708692583,High School
709892658,Graduate
713815383,High School
710183283,High School
711937158,College
771486933,Graduate
717450633,Uneducated
718421808,Uneducated
716403633,College
717646983,Graduate
778837083,Graduate
768632958,Graduate
715622508,Unknown
708402333,Doctorate
708946008,College
715625658,High School
789599283,College
708960858,High School
814840833,Doctorate
772082208,Graduate
711597183,Uneducated
712110333,High School
718673358,Doctorate
712479633,Unknown
716108283,Graduate
779360808,Graduate
716352033,Graduate
716643033,Graduate
711567333,High School
788756133,Unknown
755437533,Graduate
713573508,Graduate
709430508,High School
710645583,Uneducated
714253983,Unknown
771566208,College
713314533,Unknown
720725883,College
708539583,Unknown
716747283,Uneducated
787519683,Graduate
721044333,College
713679633,Graduate
711126483,Graduate
814191333,Unknown
715040208,Graduate
710769258,Graduate
715227633,College
708635058,High School
709051533,Graduate
718940208,Graduate
712361583,Graduate
708390633,Graduate
720281508,Doctorate
720885558,High School
709781208,Unknown
710086308,High School
713282733,Graduate
815812683,Unknown
708204033,Unknown
720040158,Uneducated
755996583,Uneducated
711359058,High School
714064908,Graduate
717074283,Graduate
765847383,Graduate
789531633,Graduate
820593033,Graduate
710078358,Post-Graduate
715025208,College
709596783,College
715960308,Graduate
716653758,Unknown
787268733,Graduate
789923058,High School
771079833,High School
710507733,Graduate
779269158,Graduate
711627558,Uneducated
710536983,Post-Graduate
712237458,Unknown
778289883,Graduate
714154533,High School
803657133,Graduate
769053033,Graduate
713613258,High School
768544833,Uneducated
720782658,Graduate
768162108,College
710511858,Unknown
714516033,High School
788630958,Uneducated
717646008,College
712290258,Unknown
716292033,High School
780372408,High School
720853158,High School
823507833,High School
711111633,High School
709904508,Post-Graduate
712022883,High School
712173108,Unknown
714156633,Unknown
714581358,Graduate
713256033,Uneducated
825831933,High School
720274158,High School
772394883,Uneducated
794253108,Graduate
720899883,High School
714313608,Uneducated
716602683,Graduate
715928808,High School
771899433,Graduate
714771708,College
709711758,Uneducated
721137558,Graduate
820268358,Post-Graduate
709273383,Unknown
822959133,Post-Graduate
720491958,Uneducated
713607108,College
709729533,Uneducated
717890583,Graduate
718384233,Doctorate
713401758,Uneducated
773257233,Unknown
713556033,Graduate
719265108,High School
778740708,Graduate
710952933,Uneducated
720991833,Doctorate
779954658,High School
714204108,Graduate
805546308,High School
716244933,High School
712018233,Graduate
802878408,Graduate
719504433,Unknown
794558658,Graduate
711634008,Uneducated
708260208,Uneducated
713435058,High School
719656533,High School
719709558,Graduate
710311233,High School
719216508,Unknown
713105508,High School
710719683,High School
817892208,Doctorate
714102183,Uneducated
715410783,Unknown
718202658,Graduate
719445633,Uneducated
709820658,High School
718481283,High School
789300408,High School
711970533,Unknown
815088483,Graduate
717139608,College
717626508,Graduate
767668908,Graduate
712484733,Unknown
716216958,Uneducated
714246333,High School
718693683,High School
716298633,Graduate
755661933,Graduate
712914783,Graduate
711240108,Graduate
721396758,Doctorate
715636533,High School
711508608,Unknown
716669658,High School
718212633,High School
708357183,Unknown
713629533,Uneducated
771450708,Graduate
711311883,Graduate
802673508,Graduate
708113208,High School
788786208,College
720043533,Graduate
801083133,Uneducated
716246733,College
807157833,Uneducated
721032633,Unknown
828285858,College
718890933,Doctorate
711148308,Graduate
712810233,Graduate
714098883,Graduate
779327733,Graduate
716364408,Unknown
710461083,Graduate
709306983,Post-Graduate
769035933,Unknown
813182658,High School
781110408,High School
818007783,College
708862233,Graduate
714006333,Graduate
770596458,Doctorate
789392883,Post-Graduate
803805483,College
709534083,Uneducated
710579583,Graduate
708949908,Graduate
711907083,High School
718696458,Graduate
710611683,Post-Graduate
721511883,Graduate
779116158,Unknown
720193533,Unknown
753094533,Uneducated
719545983,Post-Graduate
716494383,Graduate
769892058,Uneducated
709098108,Graduate
715705683,Graduate
715724808,High School
717123858,Graduate
716236683,High School
771224358,Unknown
779310033,Doctorate
710595783,Graduate
711409833,Uneducated
721174008,Uneducated
714192933,Graduate
709632483,High School
718431258,High School
817029108,Post-Graduate
796931508,High School
769577358,Graduate
815589558,Post-Graduate
714287583,Unknown
718975083,Graduate
715315008,Post-Graduate
779252283,High School
714031083,Graduate
772442883,Graduate
714533058,College
716570958,Post-Graduate
710116833,High School
718586133,Graduate
773322558,High School
714554808,Graduate
717903108,College
815908908,Uneducated
771464808,Graduate
708234558,College
715737258,College
710188308,Graduate
708670608,Uneducated
714839808,Graduate
811140933,High School
788937933,Graduate
721527858,High School
718265658,Uneducated
714312708,High School
715821183,College
709487058,Unknown
712675158,Graduate
826473858,College
817382958,High School
712927383,Uneducated
712894308,High School
712349808,College
778780008,Unknown
711430908,Graduate
779670783,Unknown
718757808,Uneducated
779530908,Unknown
716389833,Unknown
718469658,Uneducated
809849358,Graduate
719772258,Unknown
809363958,High School
709165533,Doctorate
809846283,Unknown
708427908,College
721228308,High School
713374533,Unknown
708708858,Graduate
721111233,Graduate
708538608,College
718866633,College
719100633,High School
789328083,High School
822905058,Graduate
816549933,High School
716421633,Graduate
712667958,Uneducated
809559933,Graduate
819979458,Doctorate
708100533,College
778669608,Unknown
802867683,High School
711893358,High School
785410158,High School
718596858,Graduate
708338958,Graduate
714688833,High School
789662283,High School
712805658,Uneducated
815598858,Graduate
779412783,High School
780036483,Graduate
711527508,High School
720768258,Graduate
716023533,Post-Graduate
714075708,Uneducated
787475433,Doctorate
787505133,College
712241433,High School
807990108,Uneducated
719018208,Doctorate
716641983,College
708989358,Unknown
708807483,Graduate
715774833,Doctorate
714733908,High School
721067658,Graduate
788997408,Doctorate
719835033,College
771854808,Graduate
717299958,Graduate
720778458,Unknown
713019783,High School
770968383,Graduate
709747308,Graduate
801366783,College
798786333,Graduate
771723408,Unknown
715117008,Uneducated
713944833,Uneducated
713569158,High School
713037333,Graduate
718267233,Graduate
709736658,Uneducated
710929233,Doctorate
714290583,Post-Graduate
717972408,Uneducated
718626033,High School
720008133,Graduate
710476908,Graduate
709888383,Graduate
788864508,Unknown
714010383,Uneducated
719549508,Graduate
718670808,College
718211208,High School
712578933,High School
709343433,Graduate
767488908,Unknown
719531133,Unknown
719006508,Graduate
721287183,Uneducated
711144183,Graduate
709080783,Graduate
710520408,High School
785262333,Uneducated
716513358,Graduate
719073483,Uneducated
715372083,Graduate
780034083,High School
794581533,College
710013258,High School
719084358,Graduate
789173958,Graduate
789575583,Uneducated
712434708,High School
808675083,Graduate
710864358,Doctorate
712574583,Graduate
708412758,Graduate
714389058,Unknown
715767033,College
779281233,Graduate
717147708,Uneducated
715029333,Unknown
806989008,High School
713158083,High School
771037008,Uneducated
710587458,High School
710563458,Graduate
720010608,Unknown
710343783,Unknown
772578858,Unknown
708559533,Uneducated
711939558,Unknown
772143333,High School
711067383,Unknown
817041408,High School
771942333,College
755247108,Doctorate
715710708,Unknown
713858733,Post-Graduate
717129333,Graduate
716924958,Graduate
719614758,Graduate
721537683,Post-Graduate
771500358,Uneducated
711531858,Unknown
715060158,Graduate
779725833,Graduate
716592558,High School
771020133,Uneducated
709153008,High School
713394858,Post-Graduate
721175283,Graduate
715503558,High School
819943458,Graduate
717094758,Post-Graduate
772073508,College
721351983,Uneducated
714477408,High School
718471758,Doctorate
711607833,High School
708621408,Unknown
719277033,High School
813905508,Uneducated
719761458,Post-Graduate
708222558,Post-Graduate
713937558,High School
709603608,Uneducated
804661083,Graduate
720977358,Unknown
718420308,High School
714046608,Doctorate
718048608,Graduate
718497033,High School
711801933,High School
716282208,Post-Graduate
789076083,High School
714045783,Graduate
769720683,Graduate
721092783,Graduate
720243933,Uneducated
818502708,Uneducated
712942308,Doctorate
714262533,Unknown
714708183,High School
718285308,Unknown
720595083,Unknown
787501758,High School
714990633,Graduate
714652383,Graduate
788776008,College
709176108,Post-Graduate
719354433,College
709368483,Graduate
717621333,Unknown
716272158,College
803355408,Unknown
717073308,College
789105183,Post-Graduate
721305408,Graduate
715739733,High School
779217333,Graduate
712133508,College
714602658,Graduate
712446783,Graduate
720049083,Unknown
824172258,Unknown
717695058,High School
719782458,Graduate
718141983,High School
718853358,Graduate
772539558,College
817094283,Graduate
716932308,College
714738858,Graduate
772409733,High School
717534108,High School
816378033,Uneducated
790141308,College
710770383,Graduate
711351108,High School
713744058,High School
708998583,Post-Graduate
827451333,Uneducated
714228558,High School
797668983,Graduate
713023158,College
709982658,College
715398858,Post-Graduate
715615233,High School
710650608,Graduate
803214108,High School
717202083,Unknown
719051733,College
789900633,High School
789122808,College
709902108,High School
713666058,College
711453783,Unknown
778936008,High School
708085458,Uneducated
749067633,Unknown
716170308,Graduate
711507783,Doctorate
819752133,High School
711061908,Graduate
744231708,Graduate
716856408,Graduate
711780108,Doctorate
715178733,Unknown
721418133,Graduate
720124758,Uneducated
809068983,Graduate
711052308,Post-Graduate
718967433,High School
709827933,Graduate
787568433,Graduate
720256158,High School
715435758,Graduate
719505483,Uneducated
721247883,College
772220433,College
789692283,College
815091333,Unknown
778732158,Uneducated
715129233,High School
714083208,College
716559108,High School
715102308,Unknown
768814983,Unknown
788744058,High School
782802033,Unknown
708499608,Post-Graduate
794947683,Graduate
716442333,Graduate
772189308,College
721529583,High School
713578608,Doctorate
718976283,Unknown
711505308,Graduate
711131958,Doctorate
714687858,Graduate
780289308,High School
708504783,Uneducated
778857108,Post-Graduate
756598833,Uneducated
718748133,Graduate
714503433,Doctorate
710869008,Graduate
779643858,Graduate
715250583,Unknown
714396558,High School
752766783,Graduate
715532208,High School
719130558,Uneducated
806232408,Graduate
715497558,College
716303583,Graduate
713522058,College
719074308,College
711881733,Graduate
710310108,Doctorate
715814433,Unknown
717252483,Graduate
770874483,Post-Graduate
719742108,High School
711064008,Unknown
717208833,High School
709022883,College
713653983,Uneducated
713463708,Graduate
789143283,Uneducated
778550583,High School
711181608,Graduate
711790308,High School
779791908,Post-Graduate
789515283,Graduate
712046808,Doctorate
712169883,College
712637283,Unknown
715555833,Unknown
708712833,Graduate
717841683,Unknown
708689958,Unknown
708888633,Doctorate
721012983,Doctorate
812406183,Unknown
714595983,Uneducated
715725858,Post-Graduate
720270633,Graduate
720269283,Unknown
710142258,Unknown
708525108,Graduate
709621008,Post-Graduate
717181833,Graduate
711288558,Graduate
718653333,College
766628733,Uneducated
711724083,Unknown
719690733,High School
770783508,Graduate
713422083,Graduate
718026858,College
716028108,College
712222758,Graduate
718436133,Graduate
719313633,High School
814586958,College
804344733,Unknown
717166383,Unknown
713060283,Graduate
713070033,Graduate
793625583,High School
713918358,Uneducated
714308283,Doctorate
714086133,Uneducated
718872858,High School
718148358,High School
709665783,Unknown
708483708,Unknown
715347783,High School
709054083,Graduate
807915408,College
794507133,Doctorate
712569408,Doctorate
788805108,High School
710150208,Post-Graduate
711825558,Graduate
712891833,Graduate
719680908,College
801053208,High School
758642733,Graduate
771201408,Graduate
789523683,Graduate
767266758,High School
713732883,Uneducated
720739083,Post-Graduate
718010133,Post-Graduate
771518658,High School
710508858,High School
772590408,Unknown
719334408,Post-Graduate
717500133,Uneducated
720988083,Uneducated
713594883,Uneducated
719848908,Graduate
714962658,Unknown
717429258,Doctorate
717022533,Post-Graduate
710853033,Doctorate
709548783,Doctorate
780055308,College
714252933,College
713336883,High School
713119308,Unknown
710815608,High School
809626983,High School
803398983,Unknown
717568308,Unknown
711694083,Post-Graduate
712258308,High School
713884458,High School
716160708,Graduate
772728933,High School
815320383,Unknown
712117983,Graduate
788694558,Uneducated
709275558,Graduate
711216933,High School
717069033,Graduate
714992733,Graduate
809445858,Graduate
708859158,Graduate
710040483,Uneducated
714667608,Post-Graduate
714475908,Uneducated
713656308,High School
716790633,Graduate
716127333,Graduate
713017758,Uneducated
717893358,Graduate
780032208,Graduate
720219633,Graduate
711676008,Graduate
714192033,High School
713442933,Unknown
789052308,Graduate
714948858,Unknown
711772983,High School
802937058,Graduate
712493058,High School
718808883,Graduate
719685408,Uneducated
708829758,High School
710792733,Post-Graduate
716838633,High School
714041283,Graduate
710284233,Uneducated
752944533,High School
713312208,High School
804045933,Graduate
716662683,Unknown
713432508,Post-Graduate
799475658,Uneducated
719849958,Graduate
715803933,Post-Graduate
779486433,Unknown
708281433,Graduate
779844408,Post-Graduate
721306908,Graduate
713964858,Graduate
717545808,Post-Graduate
771232533,Graduate
710883483,Graduate
801715383,Graduate
719594433,Graduate
716310633,Post-Graduate
714188883,Doctorate
772437633,Graduate
708536283,Doctorate
772569033,High School
714443883,Graduate
710369658,Unknown
788440083,Uneducated
773332908,High School
709307808,High School
712507758,College
715701033,Graduate
718478883,College
788734158,Graduate
794490858,High School
718397658,Unknown
718826883,Uneducated
716733933,High School
809307108,High School
778671483,Uneducated
815504583,Graduate
789319458,Uneducated
710382108,Post-Graduate
720895533,Unknown
709891608,High School
717136533,Uneducated
790164408,Unknown
795613233,Graduate
709009833,Graduate
720054183,Graduate
713193408,Unknown
801508383,Graduate
711949683,College
787747308,Uneducated
720064158,Post-Graduate
779104608,High School
715477233,High School
719524383,Graduate
713804883,Post-Graduate
710359458,Graduate
716311683,College
753795633,Uneducated
780076833,Unknown
716019333,Unknown
820657083,College
716901858,Doctorate
756571983,High School
817607358,High School
778268508,Uneducated
778984383,High School
720771933,Post-Graduate
748827033,Graduate
712591983,Graduate
712181658,Graduate
712297683,College
714684933,Uneducated
720742083,Unknown
772310958,Graduate
715343883,High School
720470133,Graduate
710420133,Graduate
720933408,Uneducated
716304483,High School
719534058,Graduate
710515308,Graduate
797241108,Graduate
708884658,Graduate
794475483,Uneducated
714315858,High School
717217983,Graduate
721124658,Uneducated
716753058,Graduate
711069483,Graduate
708478233,Graduate
710783358,High School
713710383,High School
720815208,High School
721338783,Uneducated
714121983,Graduate
715061733,College
720520308,Graduate
806908608,Unknown
798972183,Unknown
715030308,Graduate
708244458,Unknown
789479058,College
784998108,High School
711808383,Graduate
770839608,Unknown
713866308,Unknown
714250908,Graduate
739317558,Graduate
718702908,Unknown
720644883,College
717182883,High School
719384433,High School
787301208,Uneducated
720924633,Graduate
721316358,High School
716118633,Post-Graduate
789880533,Graduate
711221958,Graduate
715510683,High School
718689258,Doctorate
716368008,Graduate
712092783,Doctorate
789541458,High School
719539458,Graduate
713082708,High School
794665608,Graduate
712827258,Uneducated
714525633,Unknown
708726708,Graduate
768498258,High School
712767858,College
709231683,Graduate
712445583,College
711461658,High School
713891133,Unknown
710074458,High School
779279883,High School
719674533,Unknown
716535408,Unknown
710319108,High School
714777858,Unknown
769974258,Post-Graduate
717819633,Uneducated
712953483,Graduate
779029458,Post-Graduate
721321383,Doctorate
716973333,Uneducated
709946658,College
709243533,Unknown
709999308,Uneducated
712389108,Graduate
712305333,Graduate
812785158,Uneducated
765459858,Graduate
714894708,Uneducated
711296508,Graduate
795713058,Post-Graduate
789487308,Doctorate
720130233,High School
789047208,High School
715864983,High School
708765933,Post-Graduate
809320908,High School
779324358,Uneducated
713730108,Post-Graduate
711783483,Post-Graduate
719294433,Uneducated
718279008,High School
721238508,High School
709365483,Doctorate
718477983,High School
719809533,Unknown
717239133,College
814091058,College
710555433,Graduate
770956158,Graduate
718263108,Unknown
715984908,Graduate
711020358,Uneducated
788769783,College
715496808,Graduate
779931783,High School
818763033,Graduate
711953358,Graduate
716485308,Unknown
716432658,High School
712691883,High School
712611108,Unknown
716245833,Graduate
780052008,Unknown
709759908,Graduate
788667408,High School
721449408,Unknown
708316008,Graduate
714655758,Graduate
711846183,Graduate
720612333,College
714673833,Graduate
710525508,High School
757854858,Unknown
714658233,High School
716381808,Unknown
720831783,High School
714319233,Graduate
718178583,Unknown
708886533,Graduate
716239383,High School
714672933,Graduate
809954133,Uneducated
714855108,High School
718730283,Graduate
709232808,Unknown
804428958,Graduate
711474333,Uneducated
720070383,Uneducated
720322008,Unknown
714527433,Graduate
789267633,College
714523383,Graduate
713996283,Post-Graduate
714557583,College
714014733,College
779065458,High School
712733958,Unknown
719231583,Graduate
778801608,College
720728133,Uneducated
718153233,Uneducated
716122008,Unknown
714960408,College
772382283,Graduate
817236708,Uneducated
714266883,Post-Graduate
792795933,Graduate
717219933,Unknown
719986758,Unknown
712326708,Unknown
721505358,Unknown
804337233,High School
785351133,Graduate
714034158,Unknown
720349983,Unknown
720155583,Unknown
806140383,High School
799031958,Unknown
719556558,Doctorate
771455508,College
712214283,Graduate
712667058,Graduate
715393908,Post-Graduate
751518633,Post-Graduate
769100508,High School
720582558,Uneducated
710773533,Post-Graduate
712395408,Graduate
818459733,Doctorate
708867408,High School
772457583,Doctorate
810271083,Unknown
712649058,Uneducated
788737083,High School
714012258,College
757662258,Graduate
714388158,Uneducated
720067083,High School
814529508,High School
794068308,Unknown
824812983,Unknown
713396358,Graduate
719420883,Graduate
785500533,Unknown
712138008,Graduate
709279608,High School
788771733,High School
753365883,Unknown
770717883,College
716919633,Uneducated
717915783,Unknown
720099708,Unknown
711004533,Graduate
709482633,Uneducated
717381183,Graduate
719716983,Graduate
711117108,High School
780567408,Graduate
778810083,Graduate
778696608,Graduate
771469758,Graduate
714172158,Doctorate
713713983,Graduate
787454133,Unknown
709597983,Doctorate
708298233,Graduate
779885358,College
709938708,Uneducated
719620983,Unknown
712329933,High School
798280683,Post-Graduate
715265208,High School
826069983,Graduate
708890958,Graduate
708818508,Unknown
795784008,Graduate
714965958,Post-Graduate
716328558,Uneducated
780747033,Graduate
713923233,High School
710962308,High School
713254983,Uneducated
720275358,Graduate
715964058,High School
721461258,High School
710727333,High School
717325158,Graduate
825856083,Post-Graduate
807136758,High School
715400733,Uneducated
713927283,Graduate
711594858,Unknown
711389358,Graduate
720769533,Graduate
715736283,Doctorate
768949983,Unknown
711253383,Unknown
798457833,Graduate
794554683,Graduate
789996783,Uneducated
712220283,Graduate
751150233,Graduate
715815783,Graduate
712599783,Uneducated
719653308,Uneducated
708928908,Graduate
709780158,Graduate
768675483,College
714243408,Graduate
711323283,Uneducated
713499408,Unknown
719245983,Post-Graduate
810789708,Post-Graduate
710301858,High School
718611333,Post-Graduate
787557258,Graduate
711533058,Doctorate
715805133,High School
708680583,Graduate
789454683,High School
711428733,Post-Graduate
715842183,High School
815772333,Unknown
778255083,Uneducated
715571583,Doctorate
720711483,High School
827436483,Graduate
710715783,Uneducated
758367933,Uneducated
721399833,High School
708727983,Uneducated
802822833,Uneducated
713276733,Graduate
809440008,High School
716959833,Graduate
714432108,Uneducated
772580958,Uneducated
715071483,Uneducated
712410858,Uneducated
715395933,College
711237633,Graduate
781337658,Graduate
718913358,Graduate
715784808,Post-Graduate
718452633,Graduate
769883733,Post-Graduate
709375158,Unknown
801977733,High School
709175208,Uneducated
788990508,Unknown
720835308,Uneducated
717365958,Graduate
779577108,Doctorate
801497508,Graduate
716131083,Graduate
784734258,Unknown
711122958,Graduate
779508333,Unknown
717699408,Graduate
720210483,High School
709329558,High School
721222833,Graduate
712682583,High School
710051658,Graduate
708606633,Graduate
710862258,Uneducated
720072933,Graduate
757527033,College
713115483,Uneducated
816078708,Unknown
713985183,Graduate
789601308,Unknown
